Vocab size: 8,192
Model config: {'sequence_len': 512, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 9.673286e+07
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.011256 | lrm: 1.00 | dt: 5818ms | tok/sec: 5,632 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.108601 | lrm: 1.00 | dt: 324ms | tok/sec: 101,144 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.996832 | lrm: 1.00 | dt: 326ms | tok/sec: 100,669 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.704878 | lrm: 1.00 | dt: 328ms | tok/sec: 99,959 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.410487 | lrm: 1.00 | dt: 326ms | tok/sec: 100,625 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.179275 | lrm: 1.00 | dt: 326ms | tok/sec: 100,397 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.983884 | lrm: 1.00 | dt: 327ms | tok/sec: 100,118 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.812600 | lrm: 1.00 | dt: 326ms | tok/sec: 100,411 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.658881 | lrm: 1.00 | dt: 326ms | tok/sec: 100,643 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.483823 | lrm: 1.00 | dt: 327ms | tok/sec: 100,262 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.360716 | lrm: 1.00 | dt: 326ms | tok/sec: 100,389 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.241413 | lrm: 1.00 | dt: 327ms | tok/sec: 100,324 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 7.114148 | lrm: 1.00 | dt: 351ms | tok/sec: 93,436 | mfu: 0.9% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 7.007884 | lrm: 1.00 | dt: 325ms | tok/sec: 100,722 | mfu: 1.0% | epoch: 1 | remaining: 299s    
step 00475 (50.6%) | loss: 4.129972 | lrm: 0.99 | dt: 327ms | tok/sec: 100,188 | mfu: 1.0% | epoch: 1 | remaining: 148s    
step 00476 (50.7%) | loss: 4.125792 | lrm: 0.99 | dt: 327ms | tok/sec: 100,261 | mfu: 1.0% | epoch: 1 | remaining: 148s    
step 00477 (50.8%) | loss: 4.106477 | lrm: 0.98 | dt: 327ms | tok/sec: 100,215 | mfu: 1.0% | epoch: 1 | remaining: 147s    
step 00478 (50.9%) | loss: 4.105516 | lrm: 0.98 | dt: 327ms | tok/sec: 100,164 | mfu: 1.0% | epoch: 1 | remaining: 147s    
step 00479 (51.0%) | loss: 4.125137 | lrm: 0.98 | dt: 327ms | tok/sec: 100,181 | mfu: 1.0% | epoch: 1 | remaining: 147s    
step 00480 (51.1%) | loss: 4.128812 | lrm: 0.98 | dt: 327ms | tok/sec: 100,135 | mfu: 1.0% | epoch: 1 | remaining: 146s    
step 00481 (51.2%) | loss: 4.123458 | lrm: 0.98 | dt: 327ms | tok/sec: 100,112 | mfu: 1.0% | epoch: 1 | remaining: 146s    
step 00482 (51.4%) | loss: 4.125991 | lrm: 0.97 | dt: 327ms | tok/sec: 100,306 | mfu: 1.0% | epoch: 1 | remaining: 146s    
step 00483 (51.5%) | loss: 4.131853 | lrm: 0.97 | dt: 327ms | tok/sec: 100,195 | mfu: 1.0% | epoch: 1 | remaining: 145s    
step 00484 (51.6%) | loss: 4.147216 | lrm: 0.97 | dt: 327ms | tok/sec: 100,186 | mfu: 1.0% | epoch: 1 | remaining: 145s    
step 00485 (51.7%) | loss: 4.134476 | lrm: 0.97 | dt: 327ms | tok/sec: 100,245 | mfu: 1.0% | epoch: 1 | remaining: 145s    
step 00486 (51.8%) | loss: 4.155369 | lrm: 0.96 | dt: 327ms | tok/sec: 100,187 | mfu: 1.0% | epoch: 1 | remaining: 144s    
step 00487 (51.9%) | loss: 4.159799 | lrm: 0.96 | dt: 327ms | tok/sec: 100,209 | mfu: 1.0% | epoch: 1 | remaining: 144s    
step 00488 (52.0%) | loss: 4.141732 | lrm: 0.96 | dt: 327ms | tok/sec: 100,294 | mfu: 1.0% | epoch: 1 | remaining: 144s    
step 00489 (52.1%) | loss: 4.128692 | lrm: 0.96 | dt: 327ms | tok/sec: 100,157 | mfu: 1.0% | epoch: 1 | remaining: 143s    
step 00490 (52.2%) | loss: 4.140887 | lrm: 0.96 | dt: 327ms | tok/sec: 100,201 | mfu: 1.0% | epoch: 1 | remaining: 143s    
step 00491 (52.3%) | loss: 4.132527 | lrm: 0.95 | dt: 327ms | tok/sec: 100,270 | mfu: 1.0% | epoch: 1 | remaining: 143s    
step 00492 (52.4%) | loss: 4.150494 | lrm: 0.95 | dt: 327ms | tok/sec: 100,100 | mfu: 1.0% | epoch: 1 | remaining: 142s    
step 00493 (52.6%) | loss: 4.149606 | lrm: 0.95 | dt: 327ms | tok/sec: 100,083 | mfu: 1.0% | epoch: 1 | remaining: 142s    
step 00494 (52.7%) | loss: 4.172547 | lrm: 0.95 | dt: 327ms | tok/sec: 100,149 | mfu: 1.0% | epoch: 1 | remaining: 142s    
step 00495 (52.8%) | loss: 4.159516 | lrm: 0.94 | dt: 327ms | tok/sec: 100,094 | mfu: 1.0% | epoch: 1 | remaining: 141s    
step 00496 (52.9%) | loss: 4.167664 | lrm: 0.94 | dt: 327ms | tok/sec: 100,225 | mfu: 1.0% | epoch: 1 | remaining: 141s    
step 00497 (53.0%) | loss: 4.198322 | lrm: 0.94 | dt: 327ms | tok/sec: 100,213 | mfu: 1.0% | epoch: 1 | remaining: 141s    
step 00498 (53.1%) | loss: 4.202492 | lrm: 0.94 | dt: 327ms | tok/sec: 100,139 | mfu: 1.0% | epoch: 1 | remaining: 140s    
step 00499 (53.2%) | loss: 4.182722 | lrm: 0.94 | dt: 327ms | tok/sec: 100,237 | mfu: 1.0% | epoch: 1 | remaining: 140s    
step 00500 (53.3%) | loss: 4.150666 | lrm: 0.93 | dt: 327ms | tok/sec: 100,265 | mfu: 1.0% | epoch: 1 | remaining: 140s    
step 00501 (53.4%) | loss: 4.124295 | lrm: 0.93 | dt: 327ms | tok/sec: 100,145 | mfu: 1.0% | epoch: 1 | remaining: 139s    
step 00502 (53.5%) | loss: 4.116334 | lrm: 0.93 | dt: 327ms | tok/sec: 100,199 | mfu: 1.0% | epoch: 1 | remaining: 139s    
step 00503 (53.6%) | loss: 4.097603 | lrm: 0.93 | dt: 327ms | tok/sec: 100,208 | mfu: 1.0% | epoch: 1 | remaining: 139s    
step 00504 (53.8%) | loss: 4.071848 | lrm: 0.92 | dt: 327ms | tok/sec: 100,221 | mfu: 1.0% | epoch: 1 | remaining: 138s    
step 00505 (53.9%) | loss: 4.057885 | lrm: 0.92 | dt: 327ms | tok/sec: 100,217 | mfu: 1.0% | epoch: 1 | remaining: 138s    
step 00506 (54.0%) | loss: 4.062442 | lrm: 0.92 | dt: 327ms | tok/sec: 100,203 | mfu: 1.0% | epoch: 1 | remaining: 138s    
step 00507 (54.1%) | loss: 4.063472 | lrm: 0.92 | dt: 327ms | tok/sec: 100,250 | mfu: 1.0% | epoch: 1 | remaining: 137s    
step 00508 (54.2%) | loss: 4.088591 | lrm: 0.92 | dt: 327ms | tok/sec: 100,247 | mfu: 1.0% | epoch: 1 | remaining: 137s    
step 00509 (54.3%) | loss: 4.079387 | lrm: 0.91 | dt: 327ms | tok/sec: 100,145 | mfu: 1.0% | epoch: 1 | remaining: 137s    
step 00510 (54.4%) | loss: 4.060428 | lrm: 0.91 | dt: 327ms | tok/sec: 100,183 | mfu: 1.0% | epoch: 1 | remaining: 136s    
step 00511 (54.5%) | loss: 4.069785 | lrm: 0.91 | dt: 327ms | tok/sec: 100,244 | mfu: 1.0% | epoch: 1 | remaining: 136s    
step 00512 (54.6%) | loss: 4.083254 | lrm: 0.91 | dt: 327ms | tok/sec: 100,061 | mfu: 1.0% | epoch: 1 | remaining: 136s    
step 00513 (54.7%) | loss: 4.093946 | lrm: 0.91 | dt: 327ms | tok/sec: 100,203 | mfu: 1.0% | epoch: 1 | remaining: 135s    
step 00514 (54.8%) | loss: 4.063787 | lrm: 0.90 | dt: 327ms | tok/sec: 100,246 | mfu: 1.0% | epoch: 1 | remaining: 135s    
step 00515 (54.9%) | loss: 4.038833 | lrm: 0.90 | dt: 327ms | tok/sec: 100,130 | mfu: 1.0% | epoch: 1 | remaining: 135s    
step 00516 (55.1%) | loss: 4.026159 | lrm: 0.90 | dt: 327ms | tok/sec: 100,238 | mfu: 1.0% | epoch: 1 | remaining: 134s    
step 00517 (55.2%) | loss: 4.013748 | lrm: 0.90 | dt: 327ms | tok/sec: 100,226 | mfu: 1.0% | epoch: 1 | remaining: 134s    
step 00518 (55.3%) | loss: 3.999464 | lrm: 0.89 | dt: 327ms | tok/sec: 100,154 | mfu: 1.0% | epoch: 1 | remaining: 134s    
step 00519 (55.4%) | loss: 4.022914 | lrm: 0.89 | dt: 327ms | tok/sec: 100,275 | mfu: 1.0% | epoch: 1 | remaining: 134s    
step 00520 (55.5%) | loss: 4.017532 | lrm: 0.89 | dt: 327ms | tok/sec: 100,231 | mfu: 1.0% | epoch: 1 | remaining: 133s    
step 00521 (55.6%) | loss: 3.996546 | lrm: 0.89 | dt: 327ms | tok/sec: 100,167 | mfu: 1.0% | epoch: 1 | remaining: 133s    
step 00522 (55.7%) | loss: 4.014331 | lrm: 0.89 | dt: 327ms | tok/sec: 100,218 | mfu: 1.0% | epoch: 1 | remaining: 133s    
step 00523 (55.8%) | loss: 4.005901 | lrm: 0.88 | dt: 327ms | tok/sec: 100,210 | mfu: 1.0% | epoch: 1 | remaining: 132s    
step 00524 (55.9%) | loss: 3.997374 | lrm: 0.88 | dt: 327ms | tok/sec: 100,205 | mfu: 1.0% | epoch: 1 | remaining: 132s    
step 00525 (56.0%) | loss: 3.997863 | lrm: 0.88 | dt: 327ms | tok/sec: 100,206 | mfu: 1.0% | epoch: 1 | remaining: 132s    
step 00526 (56.1%) | loss: 3.989827 | lrm: 0.88 | dt: 327ms | tok/sec: 100,253 | mfu: 1.0% | epoch: 1 | remaining: 131s    
step 00527 (56.3%) | loss: 4.007047 | lrm: 0.87 | dt: 327ms | tok/sec: 100,178 | mfu: 1.0% | epoch: 1 | remaining: 131s    
step 00528 (56.4%) | loss: 3.995628 | lrm: 0.87 | dt: 327ms | tok/sec: 100,194 | mfu: 1.0% | epoch: 1 | remaining: 131s    
step 00529 (56.5%) | loss: 3.982660 | lrm: 0.87 | dt: 327ms | tok/sec: 100,239 | mfu: 1.0% | epoch: 1 | remaining: 130s    
step 00530 (56.6%) | loss: 3.977242 | lrm: 0.87 | dt: 327ms | tok/sec: 100,286 | mfu: 1.0% | epoch: 1 | remaining: 130s    
step 00531 (56.7%) | loss: 3.963974 | lrm: 0.87 | dt: 327ms | tok/sec: 100,174 | mfu: 1.0% | epoch: 1 | remaining: 130s    
step 00532 (56.8%) | loss: 3.938924 | lrm: 0.86 | dt: 327ms | tok/sec: 100,250 | mfu: 1.0% | epoch: 1 | remaining: 129s    
step 00533 (56.9%) | loss: 3.966368 | lrm: 0.86 | dt: 327ms | tok/sec: 100,156 | mfu: 1.0% | epoch: 1 | remaining: 129s    
step 00534 (57.0%) | loss: 3.932064 | lrm: 0.86 | dt: 327ms | tok/sec: 100,260 | mfu: 1.0% | epoch: 1 | remaining: 129s    
step 00535 (57.1%) | loss: 3.956579 | lrm: 0.86 | dt: 327ms | tok/sec: 100,277 | mfu: 1.0% | epoch: 1 | remaining: 128s    
step 00536 (57.2%) | loss: 3.977168 | lrm: 0.86 | dt: 327ms | tok/sec: 100,062 | mfu: 1.0% | epoch: 1 | remaining: 128s    
step 00537 (57.3%) | loss: 3.992778 | lrm: 0.85 | dt: 327ms | tok/sec: 100,130 | mfu: 1.0% | epoch: 1 | remaining: 128s    
step 00538 (57.5%) | loss: 4.002643 | lrm: 0.85 | dt: 327ms | tok/sec: 100,233 | mfu: 1.0% | epoch: 1 | remaining: 127s    
step 00539 (57.6%) | loss: 4.009927 | lrm: 0.85 | dt: 327ms | tok/sec: 100,156 | mfu: 1.0% | epoch: 1 | remaining: 127s    
step 00540 (57.7%) | loss: 3.991801 | lrm: 0.85 | dt: 327ms | tok/sec: 100,189 | mfu: 1.0% | epoch: 1 | remaining: 127s    
step 00541 (57.8%) | loss: 4.031381 | lrm: 0.84 | dt: 327ms | tok/sec: 100,192 | mfu: 1.0% | epoch: 1 | remaining: 126s    
step 00542 (57.9%) | loss: 4.036878 | lrm: 0.84 | dt: 327ms | tok/sec: 100,127 | mfu: 1.0% | epoch: 1 | remaining: 126s    
step 00543 (58.0%) | loss: 4.037294 | lrm: 0.84 | dt: 327ms | tok/sec: 100,223 | mfu: 1.0% | epoch: 1 | remaining: 126s    
step 00544 (58.1%) | loss: 4.056413 | lrm: 0.84 | dt: 327ms | tok/sec: 100,178 | mfu: 1.0% | epoch: 1 | remaining: 125s    
step 00545 (58.2%) | loss: 4.064776 | lrm: 0.84 | dt: 327ms | tok/sec: 100,155 | mfu: 1.0% | epoch: 1 | remaining: 125s    
step 00546 (58.3%) | loss: 4.065352 | lrm: 0.83 | dt: 327ms | tok/sec: 100,298 | mfu: 1.0% | epoch: 1 | remaining: 125s    
step 00547 (58.4%) | loss: 4.066025 | lrm: 0.83 | dt: 327ms | tok/sec: 100,082 | mfu: 1.0% | epoch: 1 | remaining: 124s    
step 00548 (58.5%) | loss: 4.060937 | lrm: 0.83 | dt: 327ms | tok/sec: 100,182 | mfu: 1.0% | epoch: 1 | remaining: 124s    
step 00549 (58.7%) | loss: 4.053325 | lrm: 0.83 | dt: 327ms | tok/sec: 100,315 | mfu: 1.0% | epoch: 1 | remaining: 124s    
step 00550 (58.8%) | loss: 4.059553 | lrm: 0.82 | dt: 327ms | tok/sec: 100,168 | mfu: 1.0% | epoch: 1 | remaining: 123s    
step 00551 (58.9%) | loss: 4.067658 | lrm: 0.82 | dt: 327ms | tok/sec: 100,167 | mfu: 1.0% | epoch: 1 | remaining: 123s    
step 00552 (59.0%) | loss: 4.050545 | lrm: 0.82 | dt: 327ms | tok/sec: 100,282 | mfu: 1.0% | epoch: 1 | remaining: 123s    
step 00553 (59.1%) | loss: 4.049284 | lrm: 0.82 | dt: 327ms | tok/sec: 100,145 | mfu: 1.0% | epoch: 1 | remaining: 122s    
step 00554 (59.2%) | loss: 4.031069 | lrm: 0.82 | dt: 327ms | tok/sec: 100,304 | mfu: 1.0% | epoch: 1 | remaining: 122s    
step 00555 (59.3%) | loss: 4.012343 | lrm: 0.81 | dt: 327ms | tok/sec: 100,268 | mfu: 1.0% | epoch: 1 | remaining: 122s    
step 00556 (59.4%) | loss: 4.007435 | lrm: 0.81 | dt: 327ms | tok/sec: 100,133 | mfu: 1.0% | epoch: 1 | remaining: 121s    
step 00557 (59.5%) | loss: 3.997474 | lrm: 0.81 | dt: 327ms | tok/sec: 100,184 | mfu: 1.0% | epoch: 1 | remaining: 121s    
step 00558 (59.6%) | loss: 3.993887 | lrm: 0.81 | dt: 327ms | tok/sec: 100,266 | mfu: 1.0% | epoch: 1 | remaining: 121s    
step 00559 (59.7%) | loss: 4.018199 | lrm: 0.81 | dt: 327ms | tok/sec: 100,182 | mfu: 1.0% | epoch: 1 | remaining: 120s    
step 00560 (59.9%) | loss: 3.990237 | lrm: 0.80 | dt: 327ms | tok/sec: 100,237 | mfu: 1.0% | epoch: 1 | remaining: 120s    
step 00561 (60.0%) | loss: 4.007206 | lrm: 0.80 | dt: 327ms | tok/sec: 100,207 | mfu: 1.0% | epoch: 1 | remaining: 120s    
step 00562 (60.1%) | loss: 4.037752 | lrm: 0.80 | dt: 327ms | tok/sec: 100,124 | mfu: 1.0% | epoch: 1 | remaining: 119s    
step 00563 (60.2%) | loss: 4.015574 | lrm: 0.80 | dt: 327ms | tok/sec: 100,155 | mfu: 1.0% | epoch: 1 | remaining: 119s    
step 00564 (60.3%) | loss: 4.017997 | lrm: 0.79 | dt: 327ms | tok/sec: 100,111 | mfu: 1.0% | epoch: 1 | remaining: 119s    
step 00565 (60.4%) | loss: 4.024163 | lrm: 0.79 | dt: 327ms | tok/sec: 100,268 | mfu: 1.0% | epoch: 1 | remaining: 118s    
step 00566 (60.5%) | loss: 4.023324 | lrm: 0.79 | dt: 327ms | tok/sec: 100,179 | mfu: 1.0% | epoch: 1 | remaining: 118s    
step 00567 (60.6%) | loss: 4.032073 | lrm: 0.79 | dt: 327ms | tok/sec: 100,152 | mfu: 1.0% | epoch: 1 | remaining: 118s    
step 00568 (60.7%) | loss: 4.046908 | lrm: 0.79 | dt: 327ms | tok/sec: 100,190 | mfu: 1.0% | epoch: 1 | remaining: 117s    
step 00569 (60.8%) | loss: 4.034244 | lrm: 0.78 | dt: 327ms | tok/sec: 100,168 | mfu: 1.0% | epoch: 1 | remaining: 117s    
step 00570 (60.9%) | loss: 4.023193 | lrm: 0.78 | dt: 327ms | tok/sec: 100,188 | mfu: 1.0% | epoch: 1 | remaining: 117s    
step 00571 (61.1%) | loss: 4.023980 | lrm: 0.78 | dt: 327ms | tok/sec: 100,233 | mfu: 1.0% | epoch: 1 | remaining: 117s    
step 00572 (61.2%) | loss: 3.999546 | lrm: 0.78 | dt: 327ms | tok/sec: 100,224 | mfu: 1.0% | epoch: 1 | remaining: 116s    
step 00573 (61.3%) | loss: 4.011059 | lrm: 0.77 | dt: 327ms | tok/sec: 100,141 | mfu: 1.0% | epoch: 1 | remaining: 116s    
step 00574 (61.4%) | loss: 4.001952 | lrm: 0.77 | dt: 327ms | tok/sec: 100,271 | mfu: 1.0% | epoch: 1 | remaining: 116s    
step 00575 (61.5%) | loss: 4.015443 | lrm: 0.77 | dt: 327ms | tok/sec: 100,181 | mfu: 1.0% | epoch: 1 | remaining: 115s    
step 00576 (61.6%) | loss: 4.026394 | lrm: 0.77 | dt: 327ms | tok/sec: 100,141 | mfu: 1.0% | epoch: 1 | remaining: 115s    
step 00577 (61.7%) | loss: 4.027757 | lrm: 0.77 | dt: 327ms | tok/sec: 100,209 | mfu: 1.0% | epoch: 1 | remaining: 115s    
step 00578 (61.8%) | loss: 4.022195 | lrm: 0.76 | dt: 328ms | tok/sec: 99,850 | mfu: 1.0% | epoch: 1 | remaining: 114s    
step 00579 (61.9%) | loss: 4.037406 | lrm: 0.76 | dt: 327ms | tok/sec: 100,162 | mfu: 1.0% | epoch: 1 | remaining: 114s    
step 00580 (62.0%) | loss: 4.027996 | lrm: 0.76 | dt: 327ms | tok/sec: 100,210 | mfu: 1.0% | epoch: 1 | remaining: 114s    
step 00581 (62.1%) | loss: 4.015771 | lrm: 0.76 | dt: 327ms | tok/sec: 100,179 | mfu: 1.0% | epoch: 1 | remaining: 113s    
step 00582 (62.3%) | loss: 4.020186 | lrm: 0.75 | dt: 327ms | tok/sec: 100,172 | mfu: 1.0% | epoch: 1 | remaining: 113s    
step 00583 (62.4%) | loss: 4.010179 | lrm: 0.75 | dt: 327ms | tok/sec: 100,220 | mfu: 1.0% | epoch: 1 | remaining: 113s    
step 00584 (62.5%) | loss: 4.005506 | lrm: 0.75 | dt: 327ms | tok/sec: 100,158 | mfu: 1.0% | epoch: 1 | remaining: 112s    
step 00585 (62.6%) | loss: 4.039177 | lrm: 0.75 | dt: 327ms | tok/sec: 100,203 | mfu: 1.0% | epoch: 1 | remaining: 112s    
step 00586 (62.7%) | loss: 4.021583 | lrm: 0.75 | dt: 327ms | tok/sec: 100,237 | mfu: 1.0% | epoch: 1 | remaining: 112s    
step 00587 (62.8%) | loss: 4.028932 | lrm: 0.74 | dt: 327ms | tok/sec: 100,113 | mfu: 1.0% | epoch: 1 | remaining: 111s    
step 00588 (62.9%) | loss: 4.007033 | lrm: 0.74 | dt: 327ms | tok/sec: 100,232 | mfu: 1.0% | epoch: 1 | remaining: 111s    
step 00589 (63.0%) | loss: 4.002093 | lrm: 0.74 | dt: 327ms | tok/sec: 100,126 | mfu: 1.0% | epoch: 1 | remaining: 111s    
step 00590 (63.1%) | loss: 3.991014 | lrm: 0.74 | dt: 327ms | tok/sec: 100,229 | mfu: 1.0% | epoch: 1 | remaining: 110s    
step 00591 (63.2%) | loss: 3.988999 | lrm: 0.74 | dt: 327ms | tok/sec: 100,146 | mfu: 1.0% | epoch: 1 | remaining: 110s    
step 00592 (63.3%) | loss: 3.988241 | lrm: 0.73 | dt: 327ms | tok/sec: 100,219 | mfu: 1.0% | epoch: 1 | remaining: 110s    
step 00593 (63.5%) | loss: 3.973874 | lrm: 0.73 | dt: 327ms | tok/sec: 100,133 | mfu: 1.0% | epoch: 1 | remaining: 109s    
step 00594 (63.6%) | loss: 3.966211 | lrm: 0.73 | dt: 327ms | tok/sec: 100,215 | mfu: 1.0% | epoch: 1 | remaining: 109s    
step 00595 (63.7%) | loss: 3.987862 | lrm: 0.73 | dt: 327ms | tok/sec: 100,112 | mfu: 1.0% | epoch: 1 | remaining: 109s    
step 00596 (63.8%) | loss: 4.032556 | lrm: 0.72 | dt: 327ms | tok/sec: 100,201 | mfu: 1.0% | epoch: 1 | remaining: 108s    
step 00597 (63.9%) | loss: 4.021457 | lrm: 0.72 | dt: 327ms | tok/sec: 100,228 | mfu: 1.0% | epoch: 1 | remaining: 108s    
step 00598 (64.0%) | loss: 4.043899 | lrm: 0.72 | dt: 327ms | tok/sec: 100,192 | mfu: 1.0% | epoch: 1 | remaining: 108s    
step 00599 (64.1%) | loss: 4.061167 | lrm: 0.72 | dt: 327ms | tok/sec: 100,195 | mfu: 1.0% | epoch: 1 | remaining: 107s    
step 00600 (64.2%) | loss: 4.052566 | lrm: 0.72 | dt: 327ms | tok/sec: 100,169 | mfu: 1.0% | epoch: 1 | remaining: 107s    
step 00601 (64.3%) | loss: 4.070124 | lrm: 0.71 | dt: 327ms | tok/sec: 100,244 | mfu: 1.0% | epoch: 1 | remaining: 107s    
step 00602 (64.4%) | loss: 4.064908 | lrm: 0.71 | dt: 327ms | tok/sec: 100,165 | mfu: 1.0% | epoch: 1 | remaining: 106s    
step 00603 (64.5%) | loss: 4.022731 | lrm: 0.71 | dt: 327ms | tok/sec: 100,195 | mfu: 1.0% | epoch: 1 | remaining: 106s    
step 00604 (64.7%) | loss: 4.023112 | lrm: 0.71 | dt: 327ms | tok/sec: 100,196 | mfu: 1.0% | epoch: 1 | remaining: 106s    
step 00605 (64.8%) | loss: 4.018080 | lrm: 0.70 | dt: 327ms | tok/sec: 100,110 | mfu: 1.0% | epoch: 1 | remaining: 105s    
step 00606 (64.9%) | loss: 4.016639 | lrm: 0.70 | dt: 327ms | tok/sec: 100,213 | mfu: 1.0% | epoch: 1 | remaining: 105s    
step 00607 (65.0%) | loss: 4.008561 | lrm: 0.70 | dt: 327ms | tok/sec: 100,236 | mfu: 1.0% | epoch: 1 | remaining: 105s    
step 00608 (65.1%) | loss: 4.015464 | lrm: 0.70 | dt: 327ms | tok/sec: 100,144 | mfu: 1.0% | epoch: 1 | remaining: 104s    
step 00609 (65.2%) | loss: 3.997702 | lrm: 0.70 | dt: 327ms | tok/sec: 100,217 | mfu: 1.0% | epoch: 1 | remaining: 104s    
step 00610 (65.3%) | loss: 3.989791 | lrm: 0.69 | dt: 327ms | tok/sec: 100,205 | mfu: 1.0% | epoch: 1 | remaining: 104s    
step 00611 (65.4%) | loss: 4.003074 | lrm: 0.69 | dt: 327ms | tok/sec: 100,109 | mfu: 1.0% | epoch: 1 | remaining: 103s    
step 00612 (65.5%) | loss: 3.977269 | lrm: 0.69 | dt: 327ms | tok/sec: 100,311 | mfu: 1.0% | epoch: 1 | remaining: 103s    
step 00613 (65.6%) | loss: 3.992198 | lrm: 0.69 | dt: 327ms | tok/sec: 100,216 | mfu: 1.0% | epoch: 1 | remaining: 103s    
step 00614 (65.7%) | loss: 3.974176 | lrm: 0.69 | dt: 327ms | tok/sec: 100,160 | mfu: 1.0% | epoch: 1 | remaining: 102s    
step 00615 (65.9%) | loss: 3.959359 | lrm: 0.68 | dt: 327ms | tok/sec: 100,312 | mfu: 1.0% | epoch: 1 | remaining: 102s    
step 00616 (66.0%) | loss: 3.968147 | lrm: 0.68 | dt: 327ms | tok/sec: 100,152 | mfu: 1.0% | epoch: 1 | remaining: 102s    
step 00617 (66.1%) | loss: 3.938444 | lrm: 0.68 | dt: 327ms | tok/sec: 100,233 | mfu: 1.0% | epoch: 1 | remaining: 101s    
step 00618 (66.2%) | loss: 3.946101 | lrm: 0.68 | dt: 327ms | tok/sec: 100,296 | mfu: 1.0% | epoch: 1 | remaining: 101s    
step 00619 (66.3%) | loss: 3.966894 | lrm: 0.67 | dt: 327ms | tok/sec: 100,214 | mfu: 1.0% | epoch: 1 | remaining: 101s    
step 00620 (66.4%) | loss: 3.930180 | lrm: 0.67 | dt: 327ms | tok/sec: 100,165 | mfu: 1.0% | epoch: 1 | remaining: 100s    
step 00621 (66.5%) | loss: 3.933347 | lrm: 0.67 | dt: 327ms | tok/sec: 100,259 | mfu: 1.0% | epoch: 1 | remaining: 100s    
step 00622 (66.6%) | loss: 3.948343 | lrm: 0.67 | dt: 327ms | tok/sec: 100,132 | mfu: 1.0% | epoch: 1 | remaining: 100s    
step 00623 (66.7%) | loss: 3.962744 | lrm: 0.67 | dt: 327ms | tok/sec: 100,148 | mfu: 1.0% | epoch: 1 | remaining: 100s    
step 00624 (66.8%) | loss: 3.958611 | lrm: 0.66 | dt: 327ms | tok/sec: 100,278 | mfu: 1.0% | epoch: 1 | remaining: 99s    
step 00625 (66.9%) | loss: 3.949822 | lrm: 0.66 | dt: 327ms | tok/sec: 100,123 | mfu: 1.0% | epoch: 1 | remaining: 99s    
step 00626 (67.1%) | loss: 3.931162 | lrm: 0.66 | dt: 327ms | tok/sec: 100,135 | mfu: 1.0% | epoch: 1 | remaining: 99s    
step 00627 (67.2%) | loss: 3.927968 | lrm: 0.66 | dt: 327ms | tok/sec: 100,196 | mfu: 1.0% | epoch: 1 | remaining: 98s    
step 00628 (67.3%) | loss: 3.925363 | lrm: 0.65 | dt: 327ms | tok/sec: 100,211 | mfu: 1.0% | epoch: 1 | remaining: 98s    
step 00629 (67.4%) | loss: 3.919029 | lrm: 0.65 | dt: 327ms | tok/sec: 100,134 | mfu: 1.0% | epoch: 1 | remaining: 98s    
step 00630 (67.5%) | loss: 3.920843 | lrm: 0.65 | dt: 327ms | tok/sec: 100,235 | mfu: 1.0% | epoch: 1 | remaining: 97s    
step 00631 (67.6%) | loss: 3.938101 | lrm: 0.65 | dt: 327ms | tok/sec: 100,195 | mfu: 1.0% | epoch: 1 | remaining: 97s    
step 00632 (67.7%) | loss: 3.947558 | lrm: 0.65 | dt: 327ms | tok/sec: 100,196 | mfu: 1.0% | epoch: 1 | remaining: 97s    
step 00633 (67.8%) | loss: 3.940296 | lrm: 0.64 | dt: 327ms | tok/sec: 100,151 | mfu: 1.0% | epoch: 1 | remaining: 96s    
